days_published,newspaper_name,city,state,total_circulation,county,state_full
1,Farmer's Report,Rochelle,Ill.,10500,Ogle,Illinois
1,Bugle,Niles,Ill.,10500,Cook,Illinois
1,Beacon Hill Times The,Boston,Mass.,10500,Suffolk,Massachusetts
7,Hour,Norwalk,Conn.,10493,Fairfield,Connecticut
1,Northern Light,Blaine,Wash.,10475,Whatcom,Washington
1,West Milford Messenger,West Milford,N.J.,10469,Passaic,New Jersey
3,Lancaster News,Lancaster,S.C.,10467,Lancaster,South Carolina
7,Times-Leader,Martins Ferry,Ohio,10451,Belmont,Ohio
1,White Lake Beacon,Whitehall,Mich.,10437,Muskegon,Michigan
1,Priest River Times,Priest River,Idaho,10427,Bonner,Idaho
2,News-Times,Newport,Ore.,10401,Lincoln,Oregon
1,North Georgia News,Blairsville,Ga.,10400,Union,Georgia
1,Merrimack Journal,Merrimack,N.H.,10400,Hillsborough,New Hampshire
1,Blue Pacific News,Santa Monica,Calif.,10395,Los Angeles,California
7,Daily Republic,Fairfield,Calif.,10388,Solano,California
7,Mining Journal,Marquette,Mich.,10377,Marquette,Michigan
1,Morgan Hill Times,Morgan Hill,Calif.,10375,Santa Clara,California
2,Sun,Choctaw,Okla.,10371,Oklahoma,Oklahoma
1,Riverdale Press,Bronx,N.Y.,10371,Bronx,New York
7,Napa Valley Register,Napa,Calif.,10351,Napa,California
2,New Hampton Tribune,New Hampton,Iowa,10350,Chickasaw,Iowa
7,Courier The,Houma,La.,10349,Terrebonne Parish,Louisiana
6,Daily Journal,Vineland,N.J.,10338,Cumberland,New Jersey
1,Niagara-Wheatfield Tribune,Niagara Falls,N.Y.,10300,Niagara,New York
1,Shoreview Press,Shoreview,Minn.,10282,Ramsey,Minnesota
1,Aliso Viejo News,Aliso Viejo,Calif.,10280,Orange,California
7,Denton Record-Chronicle,Denton,Texas,10277,Denton,Texas
1,View from Western Howard County,Ellicott City,Md.,10269,Howard,Maryland
5,Register-News,Mount Vernon,Ill.,10260,Jefferson,Illinois
7,Times & Democrat,Orangeburg,S.C.,10246,Orangeburg,South Carolina
3,Carteret County News-Times,Morehead City,N.C.,10230,Carteret,North Carolina
1,Alexandria Gazette Packet,Alexandria,Va.,10219,Alexandria city,Virginia
3,South Boston Gazette-Virginian,South Boston,Va.,10200,Halifax,Virginia
5,Southwest Times,Pulaski,Va.,10200,Pulaski,Virginia
1,Boonville Weekly News,Boonville,Mo.,10200,Cooper,Missouri
1,Houston Herald,Houston,Mo.,10175,Texas,Missouri
6,Cadillac News,Cadillac,Mich.,10175,Wexford,Michigan
7,Courier News,Bridgewater,N.J.,10171,Somerset,New Jersey
1,Mukilteo Beacon,Mulkiteo,Wash.,10166,Snohomish,Washington
2,Gresham Outlook,Gresham,Ore.,10156,Multnomah,Oregon
7,Meadville Tribune,Meadville,Pa.,10153,Crawford,Pennsylvania
7,Jacksonville Journal-Courier,Jacksonville,Ill.,10136,Morgan,Illinois
1,Canarsie Digest,Brooklyn,N.Y.,10135,Kings,New York
1,Huber Heights Courier,Huber Heights,Ohio,10130,Montgomery,Ohio
6,Daily Republic,Mitchell,S.D.,10123,Davison,South Dakota
1,Fontana Herald News,Fontana,Calif.,10117,San Bernardino,California
7,Niagara Gazette,Niagara Falls,N.Y.,10103,Niagara,New York
1,South Pittsburg Hustler,South Pittsburg,Tenn.,10100,Marion,Tennessee
1,Tantasqua Town Common,Tantasqua,Mass.,10100,Hampden,Massachusetts
1,Edmonds Beacon,Edmonds,Wash.,10100,Snohomish,Washington
2,Eufaula Tribune,Eufaula,Ala.,10099,Barbour,Alabama
7,Corvallis Gazette-Times,Corvallis,Ore.,10089,Benton,Oregon
1,Culpepper Times,Culpepper,Va.,10088,Culpeper,Virginia
1,West Shore Sun News,North Olmsted,Ohio,10088,Cuyahoga,Ohio
7,Jackson Sun,Jackson,Tenn.,10078,Madison,Tennessee
6,Daily News,Batavia,N.Y.,10078,Genesee,New York
1,Elk Valley Times,Fayetteville,Tenn.,10060,Lincoln,Tennessee
2,Flagler/Palm Coast News-Tribune,Bunnell,Fla.,10059,Flagler,Florida
1,Bedford Bulletin The,Bedford,N.H.,10056,Hillsborough,New Hampshire
1,Chicago Defender,Chicago,Ill.,10054,Cook,Illinois
1,Sentinel,Belchertown,Mass.,10054,Hampshire,Massachusetts
1,Aim West Milford,West Milford,N.J.,10051,Passaic,New Jersey
7,Lebanon Daily News,Lebanon,Pa.,10031,Bennington,Pennsylvania
1,Clare County Review,Clare,Mich.,10030,Clare,Michigan
7,Morning Sun,Mount Pleasant,Mich.,10024,Isabella,Michigan
5,Freeman The,Waukesha,Wisc.,10013,Waukesha,Wisconsin
1,Monmouth Journal,Red Bank,N.J.,10010,Monmouth,New Jersey
1,Kendall Gazette,Kendall,Fla.,10000,Miami-Dade,Florida
1,Progress Times,Mission,Texas,10000,Hidalgo,Texas
1,South Texas Reporter,Roma,Texas,10000,Starr,Texas
1,Seminole Voice,Oviedo,Fla.,10000,Seminole,Florida
1,Louisiana Weekly,New Orleans,La.,10000,Orleans Parish,Louisiana
1,Alexandria News Weekly,Alexandria,La.,10000,Rapides Parish,Louisiana
2,Advertiser News,Hattiesburg,Miss.,10000,Forrest,Mississippi
1,Columbus Times,Columbus,Ga.,10000,Muscogee,Georgia
1,Times Extra,Georgetown,S.C.,10000,Georgetown,South Carolina
1,Fayette Chronicle,Fayetteville,Ga.,10000,Fayette,Georgia
1,Gardena Valley News,Gardena,Calif.,10000,Los Angeles,California
1,San Bernandino American News,San Bernardino,Calif.,10000,San Bernardino,California
1,La Canada Valley Sun,La Canada,Calif.,10000,Los Angeles,California
1,Cherokee Tribune Plus,Canton,Ga.,10000,Cherokee,Georgia
1,San Fernando Valley Sun,San Fernando,Calif.,10000,Los Angeles,California
1,Greer Citizen,Greer,S.C.,10000,Greenville,South Carolina
5,Daily Post-Athenian,Athens,Tenn.,10000,McMinn,Tennessee
1,Denver Weekly News,Denver,N.C.,10000,Lincoln,North Carolina
2,Murfreesboro Post,Murfreesboro,Tenn.,10000,Rutherford,Tennessee
1,Nashville Ledger,Nashville,Tenn.,10000,Davidson,Tennessee
2,Russell County News-Register,Russell Springs,Ky.,10000,Russell,Kentucky
1,Colonial Voice,Colonial Heights,Va.,10000,Colonial Heights city,Virginia
1,Cash-Book Journal/ Weekender,Jackson,Mo.,10000,Cape Girardeau,Missouri
6,Cullman Times The,Cullman,Ala.,10000,Buckingham,Alabama
1,Huntingburg Press,Huntingburg,Ind.,10000,Dubois,Indiana
1,Bayside Gazette,Berlin,Md.,10000,Worcester,Maryland
1,Dorchester Star,Cambridge,Md.,10000,Dorchester,Maryland
1,Montgomery County Sentinel,Rockville,Md.,10000,Montgomery,Maryland
7,Bedford Gazette,Bedford,Pa.,10000,Bedford,Pennsylvania
6,Daily Standard,Celina,Ohio,10000,Mercer,Ohio
1,Morton Courier The,Morton,Ill.,10000,Tazewell,Illinois
1,Canarsie Courier,Brooklyn,N.Y.,10000,Kings,New York
5,Brooklyn Daily Eagle,Brooklyn,N.Y.,10000,Kings,New York
1,Brooklyn Record,Brooklyn,N.Y.,10000,Kings,New York
1,Commack News,Commack,N.Y.,10000,Suffolk,New York
1,Bronx News The,Bronx,N.Y.,10000,Bronx,New York
1,Observer,Northport,N.Y.,10000,Suffolk,New York
1,Rockland County Times,Nanuet,N.Y.,10000,Rockland,New York
1,West Hartford News,West Hartford,Conn.,10000,Hartford,Connecticut
1,Holyoke Sun,Holyoke,Mass.,10000,Hampden,Massachusetts
1,Boone County Journal,Belvidere,Ill.,10000,Boone,Illinois
1,Lynn Journal,Lynn,Mass.,10000,Essex,Massachusetts
1,Rochester Clarion,Rochester,Mich.,10000,Oakland,Michigan
1,Sun and Erie County Independent,Hamburg,N.Y.,10000,Erie,New York
1,Buffalo Criterion,Buffalo,N.Y.,10000,Erie,New York
1,Country Folks - East Zone,Palatine Bridge,N.Y.,10000,Montgomery,New York
1,Mountain Times,Killington,Vt.,10000,Rutland,Vermont
1,Camas-Washougal Post-Record,Camas,Wash.,10000,Clark,Washington
2,Midweek Express,Bowling Green,Ky.,9999,Warren,Kentucky
1,Sauk Rapids Herald,Sauk Rapids,Minn.,9998,Benton,Minnesota
1,Nutfield News,Londonberry,N.H.,9996,Rockingham,New Hampshire
1,Sun Sentinel,North Olmsted,Ohio,9991,Cuyahoga,Ohio
1,Rancho Santa Margarita News,Rancho Santa Margarita,Calif.,9983,Orange,California
1,Tylertown Times,Tylertown,Miss.,9977,Walthall,Mississippi
1,North Dallas Gazette,Plano,Texas,9975,Collin,Texas
2,Jefferson Standard-Banner,Jefferson,Tenn.,9975,Jefferson,Tennessee
1,District Chronicles,Washington,D.C.,9975,District of Columbia,District of Columbia
6,Star-Herald,Scottsbluff,Neb.,9971,Scotts Bluff,Nebraska
1,Source,Madison,Conn.,9935,New Haven,Connecticut
1,Pine Creek Journal,Gibsonia,Pa.,9928,Allegheny,Pennsylvania
5,Daily Guide,Waynesville,Mo.,9920,Pulaski,Missouri
3,Southern Standard,McMinnville,Tenn.,9909,Warren,Tennessee
6,Hobbs News-Sun,Hobbs,N.M.,9907,Lea,New Mexico
7,Sierra Vista Herald,Sierra Vista,Ariz.,9900,Cochise,Arizona
1,Journal of Pocono Plateau,White Haven,Pa.,9900,Luzerne,Pennsylvania
1,Lake County Journal,Grayslake,Ill.,9900,Lake,Illinois
6,Recorder,Greenfield,Mass.,9898,Franklin,Massachusetts
3,Kentucky Standard,Bardstown,Ky.,9893,Nelson,Kentucky
1,Mid-York Weekly The,Hamilton,N.Y.,9891,Madison,New York
1,Ellsworth American,Ellsworth,Maine,9888,Hancock,Maine
2,Lakeland Times,Minocqua,Wisc.,9873,Oneida,Wisconsin
6,Daily Home The,Talladega,Ala.,9872,Talladega,Alabama
1,Village Times Herald,Setauket,N.Y.,9854,Suffolk,New York
1,Rose Garden Resident,San Jose,Calif.,9850,Santa Clara,California
1,Argus,Butler,N.J.,9847,Morris,New Jersey
1,Camden Herald,Camden,Maine,9845,Knox,Maine
1,Oakdale Lake Elmo Review,Oakdale,Minn.,9838,Washington,Minnesota
7,Times Recorder,Zanesville,Ohio,9834,Muskingum,Ohio
1,Dallas Examiner,Dallas,Texas,9832,Dallas,Texas
1,Hamilton-Robbinsville Observer,Hamilton,N.J.,9832,Mercer,New Jersey
1,Burgh,Elizabethtown,N.Y.,9830,Essex,New York
1,Wentzville Journal,Wentzville,Mo.,9829,St. Charles,Missouri
1,Wamego Smoke Signal,Wamego,Kan.,9823,Pottawatomie,Kansas
1,Jersey City Reporter The,Jersey City,N.J.,9823,Hudson,New Jersey
7,Vicksburg Post,Vicksburg,Miss.,9818,Warren,Mississippi
2,Hudson Hub-Times,Hudson,Ohio,9817,Summit,Ohio
7,Portsmouth Herald,Portsmouth,N.H.,9801,Rockingham,New Hampshire
4,Monett Times,Monett,Mo.,9800,Barry,Missouri
1,Southington Citizen,Southington,Conn.,9800,Hartford,Connecticut
1,Bridgeport News,Bridgeport,Conn.,9797,Fairfield,Connecticut
5,Lodi News-Sentinel,Lodi,Calif.,9796,San Joaquin,California
2,Monadnock Ledger-Transcript,Peterborough,N.H.,9796,Hillsborough,New Hampshire
1,Lake Area Press,Detroit Lakes,Minn.,9766,Becker,Minnesota
6,Finger Lakes Times,Geneva,N.Y.,9735,Ontario,New York
1,Lassen County Times,Susanville,Calif.,9726,Lassen,California
1,Frankfort Station,Frankfort,Ill.,9723,Will,Illinois
1,Jackson Herald,Jefferson,Ga.,9710,Jackson,Georgia
2,Herald-News,Dayton,Tenn.,9709,Rhea,Tennessee
1,Wake Forest Weekly,Wake Forest,N.C.,9700,Wake,North Carolina
5,Dodge City Daily Globe,Dodge City,Kan.,9700,Ford,Kansas
1,Bartlett Examiner,Bartlett,Ill.,9700,DuPage,Illinois
5,Daily Journal,Seneca,S.C.,9676,Oconee,South Carolina
1,Londonberry Times,Londonberry,N.H.,9665,Rockingham,New Hampshire
1,Washington Times-Reporter,Washington,Ill.,9659,Tazewell,Illinois
6,Ashland Times Gazette,Ashland,Ohio,9655,Ashland,Ohio
6,Caledonian-Record,St Johnsbury,Vt.,9648,Caledonia,Vermont
6,Merced Sun-Star,Merced,Calif.,9645,Merced,California
6,Watertown Public Opinion,Watertown,S.D.,9640,Codington,South Dakota
1,North Macomb Voice,New Baltimore,Mich.,9636,Macomb,Michigan
1,Burke Times,Burke,Va.,9623,Fairfax,Virginia
1,Pelham News,Pelham,N.H.,9623,Hillsborough,New Hampshire
6,Livingston County Daily Press & Argus,Howell,Mich.,9613,Livingston,Michigan
1,Big Bear Grizzly,Big Bear Lake,Calif.,9603,San Bernardino,California
2,Door County Advocate,Sturgeon Bay,Wisc.,9603,Door,Wisconsin
1,Eastex News,Cleveland,Texas,9600,Liberty,Texas
1,El Dorado Hills Telegraph,Folsom,Calif.,9600,Sacramento,California
7,Summit Daily News,Frisco,Colo.,9600,Summit,Colorado
6,Peru Tribune,Peru,Ind.,9600,Miami,Indiana
1,Pioneer Press News Star,Oak Park,Ill.,9600,Cook,Illinois
6,Brainerd Dispatch,Brainerd,Minn.,9597,Crow Wing,Minnesota
6,Daily Star The/ Sunday Star,Hammond,La.,9595,Tangipahoa Parish,Louisiana
1,Chatham News,Siler City,N.C.,9595,Chatham,North Carolina
6,Effingham Daily News,Effingham,Ill.,9588,Effingham,Illinois
1,Richfield Sun-Current,Richfield,Minn.,9586,Hennepin,Minnesota
1,ThisWeek Canal Winchester Times,Canal Winchester,Ohio,9580,Franklin,Ohio
5,Logan Banner,Logan,W.Va.,9579,Logan,West Virginia
5,News-Capital,McAlester,Okla.,9577,Pittsburg,Oklahoma
7,Midland Daily News,Midland,Mich.,9574,Midland,Michigan
1,Adelante Valle,El Centro,Calif.,9558,Imperial,California
2,Ashe Mountain Times,West Jefferson,N.C.,9553,Ashe,North Carolina
1,Healdsburg Tribune,Healdsburg,Calif.,9551,Sonoma,California
3,Coastland Times,Havelock,N.C.,9550,Craven,North Carolina
1,Port Times-Record,Port Jefferson,N.Y.,9549,Suffolk,New York
1,Mount Greenwood Express,Chicago,Ill.,9529,Cook,Illinois
1,Orlando Times,Orlando,Fla.,9512,Orange,Florida
7,Leaf-Chronicle,Clarksville,Tenn.,9509,Montgomery,Tennessee
1,Gulf Breeze News,Gulf Breeze,Fla.,9500,Santa Rosa,Florida
1,Scott County Times,Forest,Miss.,9500,Scott,Mississippi
6,Manhattan Mercury,Manhattan,Kan.,9500,Riley,Kansas
6,Taylorville Daily Breeze-Courier,Taylorville,Ill.,9500,Christian,Illinois
1,Canyon Courier,Evergreen,Colo.,9500,Jefferson,Colorado
7,Leader The,Corning,N.Y.,9500,Steuben,New York
1,Argus,Burlington,Wash.,9500,Skagit,Washington
1,Jenks District Gazette,Jenks,Okla.,9480,Tulsa,Oklahoma
1,Greenbelt News Review,Greenbelt,Md.,9480,Prince Georges,Maryland
1,Lockport Legend,Lockport,Ill.,9476,Will,Illinois
1,Berkeley Voice,Berkeley,Calif.,9475,Alameda,California
1,Santa Maria Sun,Santa Maria,Calif.,9461,Santa Barbara,California
7,Daily Advance,Elizabeth City,N.C.,9460,Pasquotank,North Carolina
7,Times Herald,Norristown,Pa.,9444,Montgomery,Pennsylvania
1,Haynesville News,Haynesville,La.,9433,Claiborne Parish,Louisiana
1,Taos News,Taos,N.M.,9430,Taos,New Mexico
1,Romeo Observer,Romeo,Mich.,9420,Macomb,Michigan
1,Killingly Villager,Woodstock,Conn.,9418,Windham,Connecticut
1,Swartz Creek News,Swartz Creek,Mich.,9407,Genesee,Michigan
1,Gazette The,Port Jervis,N.Y.,9400,Orange,New York
7,Muskogee Phoenix &Times-Democrat,Muskogee,Okla.,9399,Muskogee,Oklahoma
6,Daily Iberian,New Iberia,La.,9395,Iberia Parish,Louisiana
3,Monroe Enquirer Journal,Monroe,N.C.,9392,Union,North Carolina
1,Democrat-Reporter,Linden,Ala.,9385,Marengo,Alabama
1,Up & Coming Weekly,Fayetteville,N.C.,9382,Cumberland,North Carolina
5,Elizabethton Star,Elizabethton,Tenn.,9366,Carter,Tennessee
1,Fall River Spirit,Fall River,Mass.,9356,Bristol,Massachusetts
6,Herald-Citizen,Cookeville,Tenn.,9352,Putnam,Tennessee
2,Suburban Trends,Passaic,N.J.,9350,Passaic,New Jersey
2,Cibola Beacon,Grants,N.M.,9342,Cibola,New Mexico
6,Daily Jeffersonian,Cambridge,Ohio,9322,Guernsey,Ohio
3,Mountaineer,Waynesville,N.C.,9312,Haywood,North Carolina
1,FM Extra,Moorhead,Minn.,9311,Clay,Minnesota
6,Pharos-Tribune,Logansport,Ind.,9303,Cass,Indiana
5,Ottumwa Courier,Ottumwa,Iowa,9303,Wapello,Iowa
5,Times-Herald The,Newnan,Ga.,9300,Coweta,Georgia
1,Lexington Progress,Lexington,Tenn.,9300,Henderson,Tennessee
1,Monitor The,Sutherland,Va.,9300,Dinwiddie,Virginia
3,Sun Post News,San Clemente,Calif.,9296,Orange,California
7,Norman Transcript,Norman,Okla.,9290,Cleveland,Oklahoma
6,Watertown Daily Times,Watertown,Wisc.,9287,Jefferson,Wisconsin
7,Herald-Star,Steubenville,Ohio,9281,Jefferson,Ohio
7,Palladium-Item,Richmond,Ind.,9269,Wayne,Indiana
1,Wilson County News,Floresville,Texas,9264,Wilson,Texas
1,Landmark The,Holden,Mass.,9259,Worcester,Massachusetts
6,Daily News,Huntingdon,Pa.,9258,Huntingdon,Pennsylvania
1,Courier,Savannah,Tenn.,9252,Hardin,Tennessee
1,Downriver Voice,Marine City,Mich.,9234,St. Clair,Michigan
1,Courier-Times,Sedro-Woolley,Wash.,9234,Skagit,Washington
7,Public Opinion,Chambersburg,Pa.,9229,Franklin,Pennsylvania
1,Sun Messenger,Beachwood,Ohio,9215,Cuyahoga,Ohio
5,Paris Daily Beacon-News,Paris,Ill.,9209,Edgar,Illinois
1,Saratoga News,Saratoga,Calif.,9200,Santa Clara,California
1,Berlin Citizen,Berlin,Conn.,9200,Hartford,Connecticut
1,Harbor Country News,Michigan City,Ind.,9200,La Porte,Indiana
1,Harbor Country News,New Buffalo,Mich.,9200,Berrien,Michigan
1,Winnisquam Echo,Tilton,N.H.,9200,Belknap,New Hampshire
1,North Ft Myers Neighbor,Fort Myers,Fla.,9198,Lee,Florida
7,Register-Mail The,Galesburg,Ill.,9194,Knox,Illinois
1,Carolina Gateway,Lancaster,S.C.,9186,Lancaster,South Carolina
1,Punta Gorda/Port Charlotte Florida Weekly,Porta Gorda,Fla.,9177,Charlotte,Florida
6,Courier-Times The,New Castle,Ind.,9166,Henry,Indiana
6,Kearney Hub,Kearney,Neb.,9164,Buffalo,Nebraska
1,Las Vegas Sentinel-Voice,Las Vegas,Nev.,9150,Clark,Nevada
2,Vineyard Gazette,Edgartown,Mass.,9150,Dukes,Massachusetts
6,Mesabi Daily News,Virginia,Minn.,9143,St. Louis,Minnesota
2,Calvert Recorder,Prince Frederick,Md.,9130,Calvert,Maryland
6,Bellefontaine Examiner,Bellefontaine,Ohio,9130,Logan,Ohio
7,Argus-Press,Owosso,Mich.,9122,Shiawassee,Michigan
2,Yukon Review,Yukon,Okla.,9121,Canadian,Oklahoma
2,Amador Ledger-Dispatch,Jackson,Calif.,9116,Amador,California
7,Iowa City Press-Citizen,Iowa City,Iowa,9114,Johnson,Iowa
1,Record Journal,Hammonton,N.J.,9108,Atlantic,New Jersey
1,South Oakland Eccentric,Southfield,Mich.,9108,Oakland,Michigan
1,Liberty Gazette,Liberty,Texas,9100,Liberty,Texas
1,Atmore Advance,Atmore,Ala.,9100,Escambia,Alabama
1,Carolina Peacemaker,Greensboro,N.C.,9100,Guilford,North Carolina
1,Wave The,Queens,N.Y.,9100,Queens,New York
1,Bedford Journal,Bedford,N.H.,9100,Hillsborough,New Hampshire
1,Advertiser Community News &Times Press,Seymour,Wisc.,9100,Eau Claire,Wisconsin
6,Mount Vernon News,Mount Vernon,Ohio,9099,Knox,Ohio
2,Rogersville Review,Rogersville,Tenn.,9083,Hawkins,Tennessee
1,Prior Lake American,Prior Lake,Minn.,9080,Scott,Minnesota
5,Silver City Daily Press & Independent,Silver City,N.M.,9071,Grant,New Mexico
1,Town News,Ridgewood,N.J.,9069,Bergen,New Jersey
5,Batesville Daily Guard,Batesville,Ark.,9067,Independence,Arkansas
1,Nantucket Inquirer-Mirror,Nantucket,Mass.,9065,Nantucket,Massachusetts
1,Gowanda News,Gowanda,N.Y.,9059,Cattaraugus,New York
7,Daily News-Journal,Murfreesboro,Tenn.,9053,Rutherford,Tennessee
2,Northeast Georgian,Cornelia,Ga.,9050,Habersham,Georgia
1,Cottonwood Journal Extra,Cottonwood,Ariz.,9048,Apache,Arizona
6,Tifton Gazette,Tifton,Ga.,9046,Tift,Georgia
1,Ozaukee Press,Port Washington,Wisc.,9042,Ozaukee,Wisconsin
1,Times of Ticonderoga,Ticonderoga,N.Y.,9041,Essex,New York
7,Garden Island The,Lihu'e,Hawaii,9040,Kauai,Hawaii
7,Daily Sentinel,Rome,N.Y.,9020,Oneida,New York
7,South Florida Sun-Sentinel,Fort Lauderdale,Fla.,9000,Broward,Florida
1,Sunday Sun,Georgetown,Texas,9000,Williamson,Texas
2,Williamson County Sun,Georgetown,Texas,9000,Williamson,Texas
1,Webster Progress-Times,Eupora,Miss.,9000,Webster,Mississippi
1,Leisure World Golden Rain News,Seal Beach,Calif.,9000,Orange,California
1,Lake Murray News,Irmo,S.C.,9000,Lexington,South Carolina
1,Carbondale Times,Carbondale,Ill.,9000,Jackson,Illinois
1,Press and Journal,Middletown,Pa.,9000,Dauphin,Pennsylvania
1,Villa Park Argus,Villa Park,Ill.,9000,DuPage,Illinois
1,Sourthwick Suffield News,Feeding Hills,Mass.,9000,Hampden,Massachusetts
1,Goffstown News,Goffstown,N.H.,9000,Hillsborough,New Hampshire
1,Lincoln County News,Damariscotta,Maine,9000,Lincoln,Maine
6,Review,Alliance,Ohio,8995,Stark,Ohio
5,Petoskey News-Review,Petoskey,Mich.,8994,Emmet,Michigan
1,Independent-Register,Brodhead,Wisc.,8993,Green,Wisconsin
7,Signal,Santa Clarita,Calif.,8983,Los Angeles,California
1,South Pierce County DispatchThe,Eatonville,Wash.,8982,Pierce,Washington
1,Brooklyn Graphic,Brooklyn,N.Y.,8967,Kings,New York
2,Hood County News,Granbury,Texas,8959,Hood,Texas
1,Herald The,Chicago,Ill.,8957,Cook,Illinois
6,Tribune,Seymour,Ind.,8951,Jackson,Indiana
5,Auburn Journal The,Auburn,Calif.,8946,Placer,California
3,Berlin Daily Sun,Berlin,N.H.,8925,Coos,New Hampshire
1,Suffolk Times The,Mattituck,N.Y.,8923,Suffolk,New York
6,Monroe Times,Monroe,Wisc.,8915,Green,Wisconsin
1,Corner News,Auburn,Ala.,8910,Lee,Alabama
7,St Louis Post-Dispatch,St Louis,Mo.,8910,St. Louis city,Missouri
3,Spectrum,Buffalo,N.Y.,8910,Erie,New York
1,Scarborough Leader,Scarborough,Maine,8910,Cumberland,Maine
6,Sentinel,Lewistown,Pa.,8896,Mifflin,Pennsylvania
6,Northern Virginia Daily,Strasburg,Va.,8894,Shenandoah,Virginia
5,World,Coos Bay,Ore.,8891,Coos,Oregon
1,Brooklyn Spectator The,Brooklyn,N.Y.,8888,Kings,New York
7,Kennebec Journal The,Augusta,Maine,8878,Kennebec,Maine
2,Farmington Observer,Livonia,Mich.,8875,Wayne,Michigan
1,Tri-County Press,Cincinnati,Ohio,8844,Hamilton,Ohio
1,Aim Vernon,Vernon,N.J.,8840,Sussex,New Jersey
1,Early County News,Blakely,Ga.,8830,Early,Georgia
7,Lufkin Daily News,Lufkin,Texas,8823,Angelina,Texas
1,Greenwich Post,Greenwich,Conn.,8820,Fairfield,Connecticut
6,Grand Haven Tribune,Grand Haven,Mich.,8813,Ottawa,Michigan
6,Progress,Clearfield,Pa.,8801,Clearfield,Pennsylvania
1,Times-Virginian,Appomattox,Va.,8800,Appomattox,Virginia
5,Princeton Daily Clarion,Princeton,Ind.,8800,Gibson,Indiana
1,East St. Louis Monitor,East St Louis,Ill.,8800,St. Clair,Illinois
1,Oquirrh Times,Magna,Utah,8800,Salt Lake,Utah
1,Stonington Times,Stonington,Conn.,8791,New London,Connecticut
1,Guilford Courier,Guilford,Conn.,8777,New Haven,Connecticut
